id	group	start time	end time	duration	pressed back	attention check	age	gender	movie enthusiast	treatment	movie order	movie familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	ILS	inverse similarity	Sum (div+var+invsim)
80112	('Group1='. 2. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 2)	2022-01-10 14:39:56.687031	2022-01-10 14:45:40.191804	343.504773	False	2	19-25	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	4	5	4	5	4	more	0.0.0.0.0.0.0	52.718159	1.721960236	0.409	2	11
83604	('Group1='. 3. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 4)	2021-12-16 10:22:55.388262	2021-12-16 10:29:23.216103	387.827841	False	2	19-25	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	4	3	4	3	5	more	0.0.0.0.0.0.0	34.044452	1.532046348	0.409	2	9
36652	(Group1=. 2. . Group2=. 3. . Group3=. 3. ComparisonGroup=. 3)	2022-01-13 12:28:10.959777	2022-01-13 12:33:54.696654	343.736877	False	2	26-35	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. heard. heard. heard. seen. heard. seen	3	4	3	4	3	4	more	0.0.0.0.0.0.0	50.598509	1.70413772	0.409	2	9
75093	(Group1=. 3. . Group2=. 3. . Group3=. 3. ComparisonGroup=. 1)	2022-01-13 12:12:54.127547	2022-01-13 12:22:46.896266	592.768719	False	2	19-25	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	never. never. heard. heard. seen. heard. heard	5	4	4	2	2	4	more	0.0.0.0.0.0.0	105.807904	2.024518111	0.409	4	12
16504	(Group1=. 2. . Group2=. 3. . Group3=. 2. ComparisonGroup=. 4)	2022-01-13 12:14:37.851136	2022-01-13 12:20:53.657232	375.806096	False	2	26-35	female	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. never. heard. heard. heard. seen. never	6	4	3	5	4	4	exactly	0.0.0.0.0.0.0	32.083431	1.506280806	0.409	1	8
43147	(Group1=. 3. . Group2=. 3. . Group3=. 1. ComparisonGroup=. 4)	2022-01-13 12:16:47.706038	2022-01-13 12:25:30.145785	522.439747	False	2	46-55	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	never. never. never. heard. never. never. heard	5	4	4	2	2	4	more	0.0.0.0.0.0.0	46.975007	1.671866853	0.409	4	12
39293	('Group1='. 2. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 2)	2021-12-21 18:21:46.008380	2021-12-21 18:30:44.050504	538.042124	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	4	5	4	3	3	more	0.0.0.0.0.0.0	76.724893	1.884936291	0.409	2	11
61048	(Group1=. 1. . Group2=. 3. . Group3=. 2. ComparisonGroup=. 2)	2022-01-13 12:38:54.355476	2022-01-13 12:51:23.358933	749.003457	False	2	26-35	male	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. heard. heard. seen. never. heard. never	2	3	4	5	4	3	exactly	0.0.0.0.0.0.0	189.628394	2.277903367	0.409	1	8
1169	(Group1=. 2. . Group2=. 3. . Group3=. 1. ComparisonGroup=. 3)	2022-01-13 12:18:22.172058	2022-01-13 12:25:25.836755	423.664697	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. never. heard. heard. heard. seen. heard	6	4	4	4	2	5	more	0.0.0.0.0.0.0	46.380296	1.666333516	0.409	2	10
67600	(Group1=. 3. . Group2=. 3. . Group3=. 2. ComparisonGroup=. 1)	2022-01-13 12:12:47.035437	2022-01-13 12:27:36.592502	889.557065	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. seen. heard. seen. heard. seen. seen	1	5	5	2	5	5	more	0.0.0.0.0.0.0	68.310432	1.834487032	0.409	4	14
78265	(Group1=. 3. . Group2=. 3. . Group3=. 3. ComparisonGroup=. 2)	2022-01-13 13:12:54.178737	2022-01-13 13:18:31.607159	337.428422	False	2	36-45	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. seen. never. heard. heard. seen. heard	5	4	3	3	4	5	exactly	0.0.0.0.0.0.0	36.407982	1.561196608	0.409	3	10
27957	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 2)	2021-12-20 13:50:39.302989	2021-12-20 14:06:24.290504	944.987515	False	2	46-55	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	5	4	2	3	5	more	0.0.0.0.0.0.0	37.857807	1.578155453	0.409	4	13
85791	(Group1=. 1. . Group2=. 3. . Group3=. 1. ComparisonGroup=. 1)	2022-01-13 14:17:07.282602	2022-01-13 14:25:17.318954	490.036352	False	2	36-45	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	never. never. never. seen. never. heard. never	2	5	5	4	3	4	more	0.0.2.0.0.0.0	68.653632	1.836663518	0.409	2	12
91319	('Group1='. 2. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 2)	2022-01-10 14:39:10.243956	2022-01-10 14:42:29.513020	199.269064	False	2	36-45	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		6	4	4	3	5	5	more	0.0.0.0.0.0.0	25.724872	1.410353223	0.409	3	11
46287	('Group1='. 3. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 1)	2021-12-16 08:44:43.899124	2021-12-16 08:48:35.179010	231.279886	False	2	46-55	female	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		3	4	4	3	3	3	exactly	0.0.0.0.0.0.0	36.651589	1.564092808	0.409	3	11
93685	(Group1=. 2. . Group2=. 3. . Group3=. 1. ComparisonGroup=. 1)	2022-01-13 12:26:34.351646	2022-01-13 12:34:25.313552	470.961906	False	2	46-55	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	seen. seen. heard. seen. seen. seen. seen	7	2	2	4	4	4	more	0.0.0.0.0.0.0	51.985232	1.715879986	0.409	2	6
26858	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 2)	2021-12-20 14:21:10.400129	2021-12-20 14:26:16.288597	305.888468	False	2	26-35	male	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	2	2	4	5	4	more	0.0.0.0.2.0.0	49.11491	1.691213353	0.409	2	6
22426	('Group1='. 3. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 1)	2021-12-21 18:16:10.408553	2021-12-21 18:22:25.308963	374.90041	False	2	>65	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		3	4	4	2	4	4	more	0.0.0.0.0.0.0	42.040593	1.623668833	0.409	4	12
11932	('Group1='. 3. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 4)	2021-12-20 13:38:13.853702	2021-12-20 13:45:37.182461	443.328759	False	2	56-65	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	4	4	2	4	4	more	0.0.0.0.0.0.0	65.891223	1.818827569	0.409	4	12
15668	(Group1=. 1. . Group2=. 3. . Group3=. 3. ComparisonGroup=. 1)	2022-01-13 12:34:39.111878	2022-01-13 12:38:06.933303	207.821425	False	2	36-45	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	seen. seen. never. heard. never. seen. seen	1	5	5	2	4	4	more	0.0.0.0.0.0.0	32.73353	1.514992842	0.409	4	14
21952	(Group1=. 1. . Group2=. 3. . Group3=. 2. ComparisonGroup=. 4)	2022-01-13 12:30:20.339184	2022-01-13 12:41:23.298791	662.959607	False	2	19-25	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. heard. never. heard. seen. seen. seen	4	5	5	2	5	5	more	0.0.0.0.0.0.0	37.788915	1.577364423	0.409	4	14
17543	('Group1='. 2. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 1)	2021-12-16 09:36:08.001680	2021-12-16 09:42:13.806985	365.805305	False	2	26-35	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	4	4	3	5	5	exactly	0.0.0.0.0.0.0	44.730583	1.650604559	0.409	3	11
86114	(Group1=. 3. . Group2=. 3. . Group3=. 3. ComparisonGroup=. 3)	2022-01-13 12:11:36.683771	2022-01-13 12:18:54.050975	437.367204	False	2	56-65	female	2	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. seen. never. seen. heard. heard. seen	2	4	4	2	4	4	exactly	0.0.0.0.0.0.0	49.910739	1.698194	0.409	4	12
48275	(Group1=. 1. . Group2=. 3. . Group3=. 1. ComparisonGroup=. 4)	2022-01-13 13:01:37.859091	2022-01-13 13:05:10.322628	212.463537	False	2	26-35	male	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	seen. seen. seen. seen. seen. seen. seen	1	4	5	2	2	5	more	0.0.0.0.0.0.0	29.675188	1.472393479	0.409	4	13
22595	(Group1=. 3. . Group2=. 3. . Group3=. 1. ComparisonGroup=. 4)	2022-01-13 12:15:08.753361	2022-01-13 12:35:11.072509	1202.319148	False	2	26-35	male	2	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather	heard. seen. seen. seen. heard. heard. seen	6	3	3	4	3	2	more	1.0.0.0.0.0.0	62.03694	1.792650368	0.409	2	8
57660	('Group1='. 1. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 1)	2021-12-16 09:22:04.129509	2021-12-16 09:31:05.005860	540.876351	False	2	46-55	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	3	4	2	3	4	exactly	0.0.0.0.0.0.0	64.671869	1.810715412	0.409	4	11
48469	('Group1='. 1. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 3)	2021-12-16 08:43:26.382140	2021-12-16 08:50:39.053421	432.671281	False	2	46-55	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		6	3	4	3	4	4	exactly	0.0.0.0.0.0.0	45.353971	1.656615318	0.409	3	10
4192	('Group1='. 2. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 3)	2021-12-20 13:56:36.985504	2021-12-20 14:02:02.298624	325.31312	False	2	26-35	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	2	2	5	2	3	none	0.0.0.0.0.0.0	57.625804	1.760616998	0.409	1	5
41531	('Group1='. 3. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 1)	2022-01-10 15:09:04.550437	2022-01-10 15:13:13.785473	249.235036	False	2	36-45	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	4	4	3	5	5	more	0.0.0.0.0.0.0	30.30699	1.481542806	0.409	3	11
37744	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 1)	2022-01-10 15:41:40.248724	2022-01-10 15:46:45.985549	305.736825	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	4	4	2	4	4	more	0.0.0.0.0.0.0	28.068847	1.448224573	0.409	4	12
5913	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 2)	2022-01-10 15:23:32.067983	2022-01-10 15:27:56.810384	264.742401	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	2	3	2	3	4	more	0.0.0.0.0.0.0	30.491405	1.484177436	0.409	4	9
70633	('Group1='. 1. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 2)	2021-12-16 08:38:12.643565	2021-12-16 08:42:48.109829	275.466264	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	4	5	3	4	3	exactly	0.0.0.0.0.0.0	31.465247	1.497831145	0.409	3	12
14842	('Group1='. 1. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 3)	2021-12-16 08:36:35.931579	2021-12-16 08:46:51.885660	615.954081	False	2	26-35	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	5	5	4	5	4	more	0.0.0.0.0.0.0	67.942772	1.832143262	0.409	2	12
61225	('Group1='. 1. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 1)	2021-12-20 13:49:34.401334	2021-12-20 13:59:33.686479	599.285145	False	2	26-35	female	2	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	4	3	3	4	3	exactly	0.0.0.0.0.0.0	45.595225	1.658919363	0.409	3	10
27600	('Group1='. 1. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 3)	2021-12-20 13:23:24.353865	2021-12-20 13:31:31.579666	487.225801	False	2	36-45	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	4	3	2	2	4	more	0.0.0.0.0.0.0	36.591347	1.563378397	0.409	4	11
85192	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 1)	2021-12-20 13:45:45.289255	2021-12-20 13:55:23.955739	578.666484	False	5	46-55	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		3	4	4	5	5	4	more	0.0.0.0.0.0.0	46.522523	1.667663259	0.409	1	9
25464	('Group1='. 1. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 1)	2021-12-20 13:19:04.889302	2021-12-20 13:24:36.939961	332.050659	False	2	19-25	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	5	5	3	3	3	more	0.0.0.0.0.0.0	36.974392	1.567901041	0.409	3	13
48743	('Group1='. 1. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 2)	2021-12-20 13:40:29.559711	2021-12-20 13:47:33.050583	423.490872	False	2	36-45	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		7	3	4	3	4	5	exactly	0.0.0.0.0.0.0	42.471827	1.628100943	0.409	3	10
70966	('Group1='. 3. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 2)	2022-01-10 14:39:15.055851	2022-01-10 14:44:29.359125	314.303274	False	2	36-45	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	2	2	4	4	4	more	0.0.0.0.0.0.0	39.953271	1.601552341	0.409	2	6
92941	('Group1='. 3. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 3)	2021-12-16 08:50:01.035235	2021-12-16 08:54:05.604987	244.569752	False	2	26-35	female	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	4	3	2	3	5	more	0.0.0.0.0.0.0	35.850978	1.554501008	0.409	4	11
60687	('Group1='. 3. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 3)	2021-12-21 18:13:37.646360	2021-12-21 18:17:35.455086	237.808726	False	2	26-35	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	5	5	1	1	2	more	0.0.0.0.0.0.0	29.504228	1.469884255	0.409	5	15
95118	('Group1='. 1. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 1)	2021-12-20 13:37:21.112774	2021-12-20 13:46:19.304250	538.191476	False	2	36-45	female	2	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	3	3	3	2	1	none	0.0.0.0.0.0.0	44.805836	1.651334585	0.409	3	9
43111	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 1)	2021-12-21 19:15:53.467639	2021-12-21 19:21:21.287901	327.820262	False	2	26-35	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		3	4	4	2	2	5	more	0.0.0.0.0.0.0	73.392341	1.865650741	0.409	4	12
40796	('Group1='. 3. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 4)	2021-12-16 08:35:34.807246	2021-12-16 08:48:35.473213	780.665967	False	2	26-35	male	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	5	4	5	5	4	more	0.0.0.0.0.0.0	26.829807	1.428617549	0.409	1	10
75993	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 1)	2021-12-16 09:37:38.772867	2021-12-16 09:42:03.518482	264.745615	False	2	36-45	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	4	4	4	3	4	exactly	0.0.0.0.0.0.0	68.293771	1.834381094	0.409	2	10
53168	('Group1='. 1. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 4)	2022-01-10 14:39:28.129949	2022-01-10 14:44:20.169167	292.039218	False	2	26-35	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	5	5	2	5	5	more	0.0.1.0.0.0.0	49.621394	1.695668961	0.409	4	14
71191	('Group1='. 2. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 2)	2021-12-16 09:23:24.203025	2021-12-16 09:34:50.812982	686.609957	False	2	36-45	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		4	3	3	4	4	3	more	0.0.0.0.0.0.0	66.784578	1.824676186	0.409	2	8
21623	('Group1='. 3. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 4)	2021-12-20 13:41:51.662503	2021-12-20 13:52:51.113887	659.451384	False	2	36-45	male	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		6	4	4	2	4	5	more	0.0.0.0.0.0.0	42.947496	1.632937848	0.409	4	12
48046	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 4)	2021-12-16 10:38:10.762958	2021-12-16 10:43:06.853435	296.090477	False	2	19-25	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	2	3	4	3	4	exactly	0.0.0.0.1.0.0	46.10811	1.663777321	0.409	2	7
34043	('Group1='. 3. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 4)	2022-01-10 16:04:11.667626	2022-01-10 16:11:25.404999	433.737373	False	2	19-25	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		6	2	2	4	3	4	exactly	0.0.0.0.0.0.0	40.69107	1.60949911	0.409	2	6
66460	('Group1='. 1. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 4)	2022-01-10 14:47:50.125145	2022-01-10 14:59:00.123634	669.998489	False	2	26-35	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		1	4	4	2	4	5	more	0.0.0.0.0.0.0	102.861744	2.012253883	0.409	4	12
90369	('Group1='. 2. '. Group2='. 3. '. Group3='. 2. 'ComparisonGroup='. 4)	2021-12-20 13:39:55.328773	2021-12-20 13:48:53.199418	537.870645	False	2	>65	female	4	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	2	2	4	4	5	more	0.0.0.0.0.0.0	83.606966	1.922242464	0.409	2	6
18108	('Group1='. 2. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 1)	2022-01-10 14:44:23.409801	2022-01-10 14:49:08.657051	285.24725	False	2	36-45	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	4	4	2	4	3	more	1.1.1.1.1.1.1	35.998075	1.556279277	0.409	4	12
15249	('Group1='. 2. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 4)	2022-01-10 16:52:07.252589	2022-01-10 16:58:23.283687	376.031098	False	2	26-35	male	2	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	2	3	4	3	3	more	0.0.0.0.0.0.0	49.048631	1.69062689	0.409	2	7
23137	('Group1='. 1. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 2)	2022-01-10 14:50:05.523156	2022-01-10 14:58:45.504668	519.981512	False	2	36-45	male	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		5	4	5	4	5	4	exactly	0.0.0.0.0.0.0	56.072186	1.748747488	0.409	2	11
87927	('Group1='. 3. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 3)	2021-12-20 14:39:41.928180	2021-12-20 14:44:55.500296	313.572116	False	2	36-45	male	5	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		7	4	4	2	4	5	more	0.0.0.0.0.0.0	45.827405	1.661125266	0.409	4	12
674	('Group1='. 1. '. Group2='. 3. '. Group3='. 3. 'ComparisonGroup='. 4)	2022-01-10 14:57:12.236000	2022-01-10 15:07:27.449083	615.213083	True	2	26-35	male	3	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		7	5	5	1	1	5	more	0.0.0.0.0.0.0	46.154292	1.664212093	0.409	5	15
87974	('Group1='. 1. '. Group2='. 3. '. Group3='. 1. 'ComparisonGroup='. 1)	2022-01-10 14:40:15.426082	2022-01-10 14:49:47.190126	571.764044	False	2	26-35	male	1	Homogenous (maximize similarity of neighbors)	Pulp Fiction. Raiders of the Lost Ark. The Imitation Game. Terminator 2: Judgment Day. Mad Max: Fury Road. Fight Club. The Godfather		2	4	4	2	4	4	more	2.2.3.2.2.1.2	111.852477	2.048645606	0.409	4	12
